time,172.17.40.3:8081,172.17.40.5:8081,172.17.40.6:8081,172.17.40.6:8081,172.17.40.4:8081
38,67.46987951217358,44.94382023005596,65.95744681232318,65.95744681232318,41.11111111525212
39,48.88888889339819,44.94382023005596,76.34408602676318,76.34408602676318,41.11111111525212
40,48.88888889339819,41.57303370166026,76.34408602676318,76.34408602676318,67.03296702165463
41,46.66666665963324,41.57303370166026,58.94736842407992,58.94736842407992,67.03296702165463
42,46.66666665963324,68.53932585065141,58.94736842407992,58.94736842407992,39.08045977515207
43,78.82352942451399,68.53932585065141,70.65217390064753,70.65217390064753,39.08045977515207
44,78.82352942451399,42.10526315972884,70.65217390064753,70.65217390064753,43.33333332654244
45,40.659340662973804,42.10526315972884,80.00000001855369,80.00000001855369,43.33333332654244
46,40.659340662973804,47.72727272050789,80.00000001855369,80.00000001855369,72.22222221117354
47,44.31818182374402,47.72727272050789,57.14285713314825,57.14285713314825,72.22222221117354
48,44.31818182374402,76.08695652798009,57.14285713314825,57.14285713314825,38.88888889315565
49,61.72839505746994,76.08695652798009,76.041666669572,76.041666669572,38.88888889315565
50,61.72839505746994,41.11111111565634,76.041666669572,76.041666669572,42.04545453955411
51,41.37931033957898,41.11111111565634,70.4081632665107,70.4081632665107,42.04545453955411
52,41.37931033957898,43.1818181759929,70.4081632665107,70.4081632665107,62.79069766661731
53,41.37931033957898,43.1818181759929,52.222222227755545,52.222222227755545,62.79069766661731
54,41.37931033957898,72.72727271720065,52.222222227755545,52.222222227755545,44.31818182374402
55,68.29268294095051,72.72727271720065,77.65957447265522,77.65957447265522,44.31818182374402
56,68.29268294095051,48.35164835635782,77.65957447265522,77.65957447265522,44.31818182374402
57,44.32989690852337,48.35164835635782,78.78787878850237,78.78787878850237,44.31818182374402
58,44.32989690852337,41.37931033957898,78.78787878850237,78.78787878850237,62.921348321996604
59,45.054945047951136,41.37931033957898,53.26086956930926,53.26086956930926,62.921348321996604
60,45.054945047951136,57.30337077794204,53.26086956930926,53.26086956930926,37.07865169914878
61,63.2183907968113,57.30337077794204,83.8709677480808,83.8709677480808,37.07865169914878
62,63.2183907968113,45.23809524580841,83.8709677480808,83.8709677480808,53.763440850132696
63,40.90909091435245,45.23809524580841,65.97938146135161,65.97938146135161,53.763440850132696
64,40.90909091435245,45.45454546048347,65.97938146135161,65.97938146135161,61.17647059876907
65,47.25274725713163,45.45454546048347,59.13978495069517,59.13978495069517,61.17647059876907
66,47.25274725713163,66.27906979540057,59.13978495069517,59.13978495069517,38.46153846532098
67,60.46511628786466,66.27906979540057,85.41666664923468,85.41666664923468,38.46153846532098
68,60.46511628786466,47.05882352442685,85.41666664923468,85.41666664923468,43.82022471261605
69,37.36263735653526,47.05882352442685,63.54166665378216,63.54166665378216,43.82022471261605
70,37.36263735653526,48.351648343586895,63.54166665378216,63.54166665378216,64.28571429722217
71,47.12643677595685,48.351648343586895,51.648351640022206,51.648351640022206,64.28571429722217
72,47.12643677595685,60.46511628828769,51.648351640022206,51.648351640022206,41.57303371253607
73,72.52747253453673,60.46511628828769,84.37499998256803,84.37499998256803,41.57303371253607
74,72.52747253453673,44.18604651844543,84.37499998256803,84.37499998256803,45.652173905392715
75,47.19101124119088,44.18604651844543,61.85567008987712,61.85567008987712,45.652173905392715
76,47.19101124119088,49.46236558238808,61.85567008987712,61.85567008987712,65.51724137127883
77,50.57471263744904,49.46236558238808,53.333333339208,53.333333339208,65.51724137127883
78,50.57471263744904,70.65217391852795,53.333333339208,53.333333339208,42.85714286102642
79,68.88888889590436,70.65217391852795,84.78260870239171,84.78260870239171,42.85714286102642
80,68.88888889590436,43.95604396025261,84.78260870239171,84.78260870239171,45.55555556025349
81,47.82608694814889,43.95604396025261,62.36559140201785,62.36559140201785,45.55555556025349
82,47.82608694814889,44.318181812018295,62.36559140201785,62.36559140201785,73.03370787373875
83,48.86363635694669,44.318181812018295,62.10526317579238,62.10526317579238,73.03370787373875
84,48.86363635694669,65.59139783770172,62.10526317579238,62.10526317579238,43.333333348963166
85,59.78260868528496,65.59139783770172,82.65306124546007,82.65306124546007,43.333333348963166
86,59.78260868528496,47.19101124159964,82.65306124546007,82.65306124546007,45.45454543643073
87,42.0454545506785,47.19101124159964,71.57894737157733,71.57894737157733,45.45454543643073
88,42.0454545506785,40.90909091435245,71.57894737157733,71.57894737157733,45.97701148809585
89,50.56179773184732,40.90909091435245,62.49999998749445,62.49999998749445,45.97701148809585
90,50.56179773184732,66.6666666910546,62.49999998749445,62.49999998749445,44.086021508451104
91,61.7977528325959,66.6666666910546,77.65957447304224,77.65957447304224,44.086021508451104
92,61.7977528325959,43.82022472407975,77.65957447304224,77.65957447304224,48.863636369875046
93,41.1111111258876,43.82022472407975,56.989247315697696,56.989247315697696,48.863636369875046
94,41.1111111258876,40.69767441401045,56.989247315697696,56.989247315697696,62.92134832158784
95,49.43820225314332,40.69767441401045,65.55555556195122,65.55555556195122,62.92134832158784
96,49.43820225314332,58.620689647458114,65.55555556195122,65.55555556195122,43.6170212895897
97,55.81395346698494,58.620689647458114,72.6315789504078,72.6315789504078,43.6170212895897
98,55.81395346698494,41.1111111258876,72.6315789504078,72.6315789504078,45.054945059079024
99,42.85714286102642,41.1111111258876,56.521739135059626,56.521739135059626,45.054945059079024
100,42.85714286102642,47.872340428455146,56.521739135059626,56.521739135059626,58.42696629890926
101,52.747252752063254,47.872340428455146,70.6521739189234,70.6521739189234,58.42696629890926
102,52.747252752063254,67.02127658323656,70.6521739189234,70.6521739189234,42.22222222670457
103,54.65116278432285,67.02127658323656,77.77777777818609,77.77777777818609,42.22222222670457
104,54.65116278432285,39.99999999385586,77.77777777818609,77.77777777818609,49.45054944253193
105,45.555555548468234,39.99999999385586,53.76344085052387,53.76344085052387,49.45054944253193
106,45.555555548468234,49.47368421269097,53.76344085052387,53.76344085052387,63.2183907968113
107,51.111111116707306,49.47368421269097,71.42857143531054,71.42857143531054,63.2183907968113
108,51.111111116707306,58.82352942143242,71.42857143531054,71.42857143531054,47.311827960556144
109,54.02298849894124,58.82352942143242,73.1958762906781,73.1958762906781,47.311827960556144
110,54.02298849894124,47.82608696025255,73.1958762906781,73.1958762906781,49.43820225314332
111,43.95604395985283,47.82608696025255,67.04545453624685,67.04545453624685,49.43820225314332
112,43.95604395985283,42.5287356375671,67.04545453624685,67.04545453624685,62.92134830553591
113,52.80898875643922,42.5287356375671,78.26086957168185,78.26086957168185,62.92134830553591
114,52.80898875643922,64.83516484075294,78.26086957168185,78.26086957168185,42.045454539967515
115,54.945054936057744,64.83516484075294,69.07216495063817,69.07216495063817,42.045454539967515
116,54.945054936057744,43.18181818741797,69.07216495063817,69.07216495063817,48.86363635694669
117,47.72727272050789,43.18181818741797,60.43956042918379,60.43956042918379,48.86363635694669
118,47.72727272050789,51.08695652600292,60.43956042918379,60.43956042918379,56.17977527266853
119,54.25531915199115,51.08695652600292,80.00000000413581,80.00000000413581,56.17977527266853
120,54.25531915199115,60.43956046091121,80.00000000413581,80.00000000413581,42.69662920693377
121,54.444444449852,60.43956046091121,83.3333333364913,83.3333333364913,42.69662920693377
122,54.444444449852,26.881720425261936,83.3333333364913,83.3333333364913,1.0000000004365575
